name,url,description,duration,test_type,remote_support,adaptive_support,embedding
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.",,Knowledge & Skills,yes,no,
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,,"Knowledge & Skills, Simulations",yes,yes,
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,,Knowledge & Skills,yes,no,
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.",,Knowledge & Skills,yes,no,
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",,"Biodata & Situational Judgement, Simulations",yes,no,
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,"As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",,"Biodata & Situational Judgement, Personality & Behavior, Simulations",yes,no,
Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",,Knowledge & Skills,yes,no,
Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,,Simulations,yes,no,
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",,Knowledge & Skills,yes,no,
Data Entry Numeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.",,Knowledge & Skills,yes,no,
Data Entry Ten Key Split Screen,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,,Knowledge & Skills,yes,no,
